003043.00, 4826.83776, 08921.37300
003044.00, 4826.83843, 08921.37328
003045.00, 4826.83921, 08921.37343
003046.00, 4826.84007, 08921.37365
003047.00, 4826.84102, 08921.37403
003048.00, 4826.84128, 08921.37380
003049.00, 4826.84192, 08921.37423
003050.00, 4826.84242, 08921.37463
003051.00, 4826.84301, 08921.37508
003052.00, 4826.84373, 08921.37560
003053.00, 4826.84446, 08921.37615
003054.00, 4826.84533, 08921.37686
003055.00, 4826.84603, 08921.37734
003056.00, 4826.84688, 08921.37798
003057.00, 4826.84756, 08921.37828
003058.00, 4826.84831, 08921.37849
003059.00, 4826.84894, 08921.37855
003100.00, 4826.84967, 08921.37866
003101.00, 4826.85022, 08921.37873
003102.00, 4826.85073, 08921.37884
003103.00, 4826.85123, 08921.37894
003104.00, 4826.85189, 08921.37903
003105.00, 4826.85239, 08921.37900
003106.00, 4826.85291, 08921.37884
003107.00, 4826.85337, 08921.37845
003108.00, 4826.85370, 08921.37809
003109.00, 4826.85408, 08921.37787
003110.00, 4826.85464, 08921.37754
003111.00, 4826.85527, 08921.37731
003112.00, 4826.85607, 08921.37736
003113.00, 4826.85660, 08921.37700
003114.00, 4826.85715, 08921.37677
003115.00, 4826.85785, 08921.37693
003116.00, 4826.85849, 08921.37748
003117.00, 4826.85870, 08921.37817
003118.00, 4826.85877, 08921.37907
003119.00, 4826.85877, 08921.38013
003120.00, 4826.85892, 08921.38133
003121.00, 4826.85903, 08921.38258
003122.00, 4826.85917, 08921.38375
003123.00, 4826.85934, 08921.38505
003124.00, 4826.85993, 08921.38702
003125.00, 4826.86005, 08921.38833
003126.00, 4826.86010, 08921.38947
003127.00, 4826.86019, 08921.39072
003128.00, 4826.86023, 08921.39192
003129.00, 4826.86035, 08921.39301
003130.00, 4826.86049, 08921.39404
003131.00, 4826.86071, 08921.39508
003132.00, 4826.86091, 08921.39604
003133.00, 4826.86098, 08921.39703
003134.00, 4826.86117, 08921.39812
003135.00, 4826.86131, 08921.39920
003136.00, 4826.86143, 08921.40040
003137.00, 4826.86160, 08921.40163
003138.00, 4826.86178, 08921.40287
003139.00, 4826.86194, 08921.40401
003140.00, 4826.86204, 08921.40507
003141.00, 4826.86220, 08921.40608
003142.00, 4826.86230, 08921.40711
003143.00, 4826.86240, 08921.40803
003144.00, 4826.86244, 08921.40951
003145.00, 4826.86250, 08921.41051
003146.00, 4826.86270, 08921.41185
003147.00, 4826.86271, 08921.41303
003148.00, 4826.86289, 08921.41410
003149.00, 4826.86302, 08921.41501
003150.00, 4826.86315, 08921.41592
003151.00, 4826.86343, 08921.41707
003152.00, 4826.86358, 08921.41823
003153.00, 4826.86361, 08921.41926
003154.00, 4826.86377, 08921.42029
003155.00, 4826.86389, 08921.42112
003156.00, 4826.86401, 08921.42241
003157.00, 4826.86417, 08921.42370
003158.00, 4826.86421, 08921.42491
003159.00, 4826.86436, 08921.42606
003200.00, 4826.86469, 08921.42722
003201.00, 4826.86491, 08921.42886
003202.00, 4826.86502, 08921.42996
003203.00, 4826.86525, 08921.43107
003204.00, 4826.86535, 08921.43230
003205.00, 4826.86546, 08921.43329
003206.00, 4826.86544, 08921.43458
003207.00, 4826.86562, 08921.43570
003208.00, 4826.86579, 08921.43699
003209.00, 4826.86580, 08921.43847
003210.00, 4826.86591, 08921.43945
003211.00, 4826.86601, 08921.44056
003212.00, 4826.86607, 08921.44162
003213.00, 4826.86632, 08921.44245
003214.00, 4826.86670, 08921.44332
003215.00, 4826.86701, 08921.44444
003216.00, 4826.86721, 08921.44554
003217.00, 4826.86675, 08921.44673
003218.00, 4826.86651, 08921.44780
003219.00, 4826.86630, 08921.44904
003220.00, 4826.86633, 08921.45022
003221.00, 4826.86631, 08921.45152
003222.00, 4826.86623, 08921.45272
003223.00, 4826.86599, 08921.45421
003224.00, 4826.86561, 08921.45576
003225.00, 4826.86530, 08921.45706
003226.00, 4826.86545, 08921.45854
003227.00, 4826.86542, 08921.46004
003228.00, 4826.86540, 08921.46132
003229.00, 4826.86524, 08921.46253
003230.00, 4826.86470, 08921.46317
003231.00, 4826.86397, 08921.46363
003232.00, 4826.86340, 08921.46354
003233.00, 4826.86276, 08921.46337
003234.00, 4826.86195, 08921.46314
003235.00, 4826.86107, 08921.46286
003236.00, 4826.86010, 08921.46292
003237.00, 4826.85919, 08921.46297
003238.00, 4826.85834, 08921.46299
003239.00, 4826.85753, 08921.46299
003240.00, 4826.85673, 08921.46313
003241.00, 4826.85548, 08921.46397
003242.00, 4826.85467, 08921.46403
003243.00, 4826.85378, 08921.46387
003244.00, 4826.85290, 08921.46380
003245.00, 4826.85206, 08921.46371
003246.00, 4826.85113, 08921.46386
003247.00, 4826.85019, 08921.46379
003248.00, 4826.84890, 08921.46323
003249.00, 4826.84792, 08921.46310
003250.00, 4826.84701, 08921.46299
003251.00, 4826.84613, 08921.46294
003252.00, 4826.84529, 08921.46286
003253.00, 4826.84448, 08921.46286
003254.00, 4826.84363, 08921.46288
003255.00, 4826.84282, 08921.46293
003256.00, 4826.84192, 08921.46314
003257.00, 4826.84105, 08921.46328
003258.00, 4826.84017, 08921.46338
003259.00, 4826.83927, 08921.46347
003300.00, 4826.83840, 08921.46361
003301.00, 4826.83749, 08921.46367
003302.00, 4826.83663, 08921.46370
003303.00, 4826.83577, 08921.46386
003304.00, 4826.83491, 08921.46365
003305.00, 4826.83457, 08921.46444
003306.00, 4826.83384, 08921.46451
003307.00, 4826.83319, 08921.46470
003308.00, 4826.83238, 08921.46485
003309.00, 4826.83150, 08921.46488
003310.00, 4826.83079, 08921.46506
003311.00, 4826.82994, 08921.46510
003312.00, 4826.82906, 08921.46515
003313.00, 4826.82823, 08921.46519
003314.00, 4826.82740, 08921.46527
003315.00, 4826.82662, 08921.46543
003316.00, 4826.82573, 08921.46558
003317.00, 4826.82488, 08921.46549
003318.00, 4826.82424, 08921.46507
003319.00, 4826.82375, 08921.46428
003320.00, 4826.82345, 08921.46272
003321.00, 4826.82316, 08921.46119
003322.00, 4826.82304, 08921.45989
003323.00, 4826.82267, 08921.45876
003324.00, 4826.82262, 08921.45791
003325.00, 4826.82235, 08921.45681
003326.00, 4826.82133, 08921.45573
003327.00, 4826.82102, 08921.45439
003328.00, 4826.82089, 08921.45323
003329.00, 4826.82125, 08921.45206
003330.00, 4826.82162, 08921.45029
003331.00, 4826.82167, 08921.44918
003332.00, 4826.82165, 08921.44825
003333.00, 4826.82138, 08921.44702
003334.00, 4826.82130, 08921.44588
003335.00, 4826.82135, 08921.44459
003336.00, 4826.82135, 08921.44333
003337.00, 4826.82129, 08921.44193
003338.00, 4826.82137, 08921.44094
003339.00, 4826.82187, 08921.44017
003340.00, 4826.82180, 08921.43901
003341.00, 4826.82190, 08921.43817
003342.00, 4826.82206, 08921.43729
003343.00, 4826.82224, 08921.43646
003344.00, 4826.82214, 08921.43508
003345.00, 4826.82233, 08921.43394
003346.00, 4826.82216, 08921.43265
003347.00, 4826.82212, 08921.43143
003348.00, 4826.82223, 08921.43044
003349.00, 4826.82212, 08921.42891
003350.00, 4826.82221, 08921.42780
003351.00, 4826.82215, 08921.42673
003352.00, 4826.82203, 08921.42555
003353.00, 4826.82204, 08921.42445
003354.00, 4826.82205, 08921.42330
003355.00, 4826.82206, 08921.42215
003356.00, 4826.82214, 08921.42112
003357.00, 4826.82232, 08921.42002
003358.00, 4826.82227, 08921.41917
003359.00, 4826.82244, 08921.41790
003400.00, 4826.82256, 08921.41680
003401.00, 4826.82275, 08921.41556
003402.00, 4826.82325, 08921.41458
003403.00, 4826.82402, 08921.41410
003404.00, 4826.82467, 08921.41359
003405.00, 4826.82545, 08921.41353
003406.00, 4826.82614, 08921.41343
003407.00, 4826.82681, 08921.41330
003408.00, 4826.82749, 08921.41303
003409.00, 4826.82795, 08921.41243
003410.00, 4826.82841, 08921.41175
003411.00, 4826.82886, 08921.41079
003412.00, 4826.82906, 08921.40991
003413.00, 4826.82934, 08921.40885
003414.00, 4826.82957, 08921.40776
003415.00, 4826.82974, 08921.40660
003416.00, 4826.82999, 08921.40545
003417.00, 4826.83006, 08921.40450
003418.00, 4826.83015, 08921.40361
003419.00, 4826.83017, 08921.40301
003420.00, 4826.83069, 08921.40299
003421.00, 4826.83112, 08921.40272
003422.00, 4826.83160, 08921.40234
003423.00, 4826.83192, 08921.40177
003424.00, 4826.83185, 08921.40099
003425.00, 4826.83190, 08921.40090
003426.00, 4826.83154, 08921.40051
003427.00, 4826.83105, 08921.39991
003428.00, 4826.83044, 08921.39929
003429.00, 4826.82990, 08921.39864
003430.00, 4826.82944, 08921.39789
003431.00, 4826.82929, 08921.39683
003432.00, 4826.82971, 08921.39621
003433.00, 4826.83033, 08921.39571
003434.00, 4826.83084, 08921.39557
003435.00, 4826.83102, 08921.39605
003436.00, 4826.83089, 08921.39667
003437.00, 4826.83045, 08921.39728
003438.00, 4826.83022, 08921.39822
003439.00, 4826.83017, 08921.39924
003440.00, 4826.83054, 08921.39980
003441.00, 4826.83096, 08921.40024
003442.00, 4826.83140, 08921.40070
003443.00, 4826.83196, 08921.40087
003444.00, 4826.83255, 08921.40121
003445.00, 4826.83322, 08921.40152
003446.00, 4826.83382, 08921.40195
003447.00, 4826.83441, 08921.40238
003448.00, 4826.83504, 08921.40292
003449.00, 4826.83562, 08921.40351
003450.00, 4826.83629, 08921.40414
003451.00, 4826.83705, 08921.40465
003452.00, 4826.83784, 08921.40520
003453.00, 4826.83869, 08921.40580
003454.00, 4826.83954, 08921.40630
003455.00, 4826.84034, 08921.40682
003456.00, 4826.84099, 08921.40720
003457.00, 4826.84170, 08921.40764
003458.00, 4826.84228, 08921.40809
003459.00, 4826.84283, 08921.40860
003500.00, 4826.84336, 08921.40933
003501.00, 4826.84394, 08921.41003
003502.00, 4826.84456, 08921.41098
003503.00, 4826.84520, 08921.41177
003504.00, 4826.84591, 08921.41240
003505.00, 4826.84662, 08921.41308
003506.00, 4826.84732, 08921.41372
003507.00, 4826.84807, 08921.41434
003508.00, 4826.84886, 08921.41490
003509.00, 4826.84966, 08921.41556
003510.00, 4826.85039, 08921.41621
003511.00, 4826.85103, 08921.41696
003512.00, 4826.85131, 08921.41824
003513.00, 4826.85155, 08921.41944
003514.00, 4826.85150, 08921.42050
003515.00, 4826.85209, 08921.42156
003516.00, 4826.85197, 08921.42225
003517.00, 4826.85231, 08921.42358
003518.00, 4826.85273, 08921.42503
003519.00, 4826.85324, 08921.42657
003520.00, 4826.85289, 08921.42667
003521.00, 4826.85313, 08921.42670
003522.00, 4826.85323, 08921.42710
003523.00, 4826.85360, 08921.42667
003524.00, 4826.85327, 08921.42613
003525.00, 4826.85275, 08921.42562
003526.00, 4826.85281, 08921.42569
003527.00, 4826.85246, 08921.42569
003528.00, 4826.85186, 08921.42607
003529.00, 4826.85137, 08921.42636
003530.00, 4826.85085, 08921.42696
003531.00, 4826.85065, 08921.42684
003532.00, 4826.85058, 08921.42646
003533.00, 4826.85041, 08921.42590
003534.00, 4826.85039, 08921.42542
003535.00, 4826.85044, 08921.42534
003536.00, 4826.85055, 08921.42497
003537.00, 4826.85069, 08921.42465
003538.00, 4826.85057, 08921.42466
003539.00, 4826.85087, 08921.42482
003540.00, 4826.85087, 08921.42443
003541.00, 4826.85100, 08921.42420
003542.00, 4826.85117, 08921.42404
003543.00, 4826.85151, 08921.42457
003544.00, 4826.85183, 08921.42452
003545.00, 4826.85304, 08921.42431
003546.00, 4826.85362, 08921.42418
003547.00, 4826.85386, 08921.42410
003548.00, 4826.85381, 08921.42378
003549.00, 4826.85393, 08921.42342
003550.00, 4826.85392, 08921.42300
003551.00, 4826.85344, 08921.42248
003552.00, 4826.85334, 08921.42233
003553.00, 4826.85346, 08921.42241
003554.00, 4826.85345, 08921.42237
003555.00, 4826.85342, 08921.42227
003556.00, 4826.85341, 08921.42207
003557.00, 4826.85338, 08921.42189
003558.00, 4826.85337, 08921.42175
003559.00, 4826.85339, 08921.42167
003600.00, 4826.85340, 08921.42158
003601.00, 4826.85350, 08921.42141
003602.00, 4826.85357, 08921.42128
003603.00, 4826.85370, 08921.42112
003604.00, 4826.85368, 08921.42078
003605.00, 4826.85371, 08921.42085
003606.00, 4826.85367, 08921.42066
003607.00, 4826.85372, 08921.42057
003608.00, 4826.85377, 08921.42043
003609.00, 4826.85375, 08921.42046
003607.00, 4826.85375, 08921.42053
003608.00, 4826.85378, 08921.42054
003609.00, 4826.85380, 08921.42047
003610.00, 4826.85383, 08921.42048
003611.00, 4826.85375, 08921.42063
003612.00, 4826.85375, 08921.42058
003613.00, 4826.85379, 08921.42063
003614.00, 4826.85386, 08921.42039
003615.00, 4826.85384, 08921.42039
003616.00, 4826.85380, 08921.42021
003617.00, 4826.85376, 08921.42015
003618.00, 4826.85376, 08921.42009
003619.00, 4826.85378, 08921.41995
003620.00, 4826.85380, 08921.41990
